pred,prey
Plecodus straeleni,Lepidiolamprologus profundicola
Plecodus straeleni,Petrochromis famula
Plecodus straeleni,Pseudosimochromis curvifrons
Plecodus straeleni,Petrochromis polyodon
Plecodus straeleni,Neolamprologus furcifer
Plecodus straeleni,Simochromis diagramma
Plecodus straeleni,Tanganicodus irsacae
Plecodus straeleni,Cyphotilapia frontosa
Plecodus straeleni,Limnotilapia dardennii
Plecodus straeleni,Cyathopharynx furcifer
Plecodus straeleni,Altolamprologus compressiceps
Plecodus straeleni,Neolamprologus savoryi
Plecodus straeleni,Lepidiolamprologus attenuatus
Plecodus straeleni,Lamprologus lemairii
Plecodus straeleni,Synodontis multipunctatus
Plecodus straeleni,Lobochilotes labiatus
Plecodus straeleni,Gnathochromis pfefferi
Plecodus straeleni,Julidochromis marlieri
Plecodus straeleni,Tropheus duboisi
Plecodus straeleni,Haplotaxodon microlepis
Plecodus straeleni,Telmatochromis bifrenatus
Plecodus straeleni,Neolamprologus brichardi
Plecodus straeleni,Neolamprologus tretocephalus
Plecodus straeleni,Tropheus moorii
Plecodus straeleni,Neolamprologus mondabu
Plecodus straeleni,Malapterurus electricus
Plecodus straeleni,Ophthalmotilapia nasuta
Plecodus straeleni,Telmatochromis temporalis
Thunnus albacares,Auxis thazard
Thunnus albacares,Arothron immaculatus
Thunnus albacares,Katsuwonus pelamis
Thunnus albacares,Sardinops sagax
Thunnus albacares,Thunnus albacares
Thunnus albacares,Lagocephalus lagocephalus
Thunnus albacares,Xiphias gladius
Thunnus albacares,Thunnus alalunga
Thunnus albacares,Acanthurus coeruleus
Thunnus albacares,Euthynnus affinis
Thunnus albacares,Auxis rochei
Thunnus albacares,Acanthurus chirurgus
Thunnus albacares,Euthynnus alletteratus
Thunnus albacares,Kajikia audax
Hucho hucho,Alburnus arborella
Hucho hucho,Chondrostoma soetta
Hucho hucho,Telestes muticellus
Hucho hucho,Rutilus aula
Hucho hucho,Hypophthalmichthys molitrix
Hucho hucho,Carassius carassius
Hucho hucho,Telestes souffia
Hucho hucho,Pseudorasbora parva
Hucho hucho,Squalius cephalus
Hucho hucho,Ctenopharyngodon idella
Hucho hucho,Carassius auratus
Hucho hucho,Rutilus pigus
Hucho hucho,Parachondrostoma toxostoma
Hucho hucho,Leucaspius delineatus
Hucho hucho,Hypophthalmichthys nobilis
Hucho hucho,Tinca tinca
Hucho hucho,Rutilus rutilus
Hucho hucho,Rhodeus amarus
Hucho hucho,Chondrostoma nasus
Hucho hucho,Cyprinus carpio
Hucho hucho,Scardinius erythrophthalmus
Hucho hucho,Phoxinus phoxinus
Hucho hucho,Gobio gobio
Hucho hucho,Barbus plebejus
Hucho hucho,Leuciscus leuciscus
Hucho hucho,Alburnus alburnus
Hucho hucho,Abramis brama
Hucho hucho,Barbus barbus
Hucho hucho,Thymallus thymallus
Hucho hucho,Blicca bjoerkna
Hucho hucho,Oncorhynchus mykiss
Petrus rupestris,Leucaspius delineatus
Cottus cognatus,Myoxocephalus thompsonii
Cottus cognatus,Oncorhynchus mykiss
Leuciscus idus,Alburnus alburnus
Leuciscus idus,Rutilus rutilus
Cottus asper,Oncorhynchus gorbuscha
Cottus asper,Oncorhynchus keta
Cottus asper,Oncorhynchus nerka
Cottus asper,Cottus asper
Cottus asper,Rhinichthys osculus
Cottus asper,Gasterosteus aculeatus
Cottus asper,Acipenser transmontanus
Neogobius melanostomus,Neogobius melanostomus
Neogobius melanostomus,Barbus barbus
Neogobius melanostomus,Lepomis gibbosus
Neogobius melanostomus,Squalius cephalus
Neogobius melanostomus,Barbus caninus
Scomber japonicus,Engraulis japonicus
Scomber japonicus,Sardinops sagax
Scomber japonicus,Anchoa mitchilli
Scomber japonicus,Scomber japonicus
Wallago attu,Labeo rohita
Wallago attu,Cyprinus carpio
Oreochromis niloticus,Gambusia affinis
Oreochromis niloticus,Oreochromis niloticus
Gillichthys mirabilis,Cymatogaster aggregata
Gillichthys mirabilis,Girella nigricans
Alosa sapidissima,Oncorhynchus tshawytscha
Alosa sapidissima,Osmerus eperlanus
Alosa sapidissima,Anchoa mitchilli
Coregonus lavaretus,Coregonus albula
Coregonus lavaretus,Coregonus lavaretus
Nandus nandus,Danio rerio
Cyprinodon variegatus,Cyprinodon variegatus
Fundulus grandis,Gambusia affinis
Fundulus grandis,Poecilia latipinna
Fundulus grandis,Fundulus grandis
Salmo labrax,Barbus caninus
Salmo labrax,Sabanejewia larvata
Salmo labrax,Alburnus arborella
Salmo labrax,Chondrostoma soetta
Salmo labrax,Hypophthalmichthys nobilis
Salmo labrax,Cobitis taenia
Salmo labrax,Gasterosteus aculeatus
Salmo labrax,Salvelinus namaycush
Salmo labrax,Ponticola kessleri
Salmo labrax,Ctenopharyngodon idella
Salmo labrax,Alosa fallax
Salmo labrax,Pseudorasbora parva
Salmo labrax,Padogobius bonelli
Salmo labrax,Salmo marmoratus
Salmo labrax,Carassius carassius
Salmo labrax,Cobitis bilineata
Salmo labrax,Carassius auratus
Salmo labrax,Acipenser naccarii
Salmo labrax,Hypophthalmichthys molitrix
Salmo labrax,Telestes souffia
Salmo labrax,Telestes muticellus
Salmo labrax,Rutilus pigus
Salmo labrax,Leucaspius delineatus
Salmo labrax,Rutilus aula
Salmo labrax,Squalius cephalus
Salmo labrax,Parachondrostoma toxostoma
Dicentrarchus labrax,Syngnathus abaster
Dicentrarchus labrax,Atherina boyeri
Dicentrarchus labrax,Dicentrarchus labrax
Channa punctata,Mastacembelus armatus
Channa punctata,Rasbora daniconius
Channa punctata,Pethia ticto
Channa punctata,Labeo fimbriatus
Channa punctata,Parambassis ranga
Channa punctata,Puntius sophore
Channa punctata,Channa punctata
Channa punctata,Trichogaster chuna
Channa punctata,Ompok pabda
Channa punctata,Aplocheilus panchax
Hydrocynus forskahlii,Hepsetus odoe
Hydrocynus forskahlii,Schilbe mystus
Hydrocynus forskahlii,Brycinus longipinnis
Hydrocynus forskahlii,Micralestes acutidens
Hydrocynus forskahlii,Limnothrissa miodon
Hydrocynus forskahlii,Sierrathrissa leonensis
Catostomus macrocheilus,Acipenser transmontanus
Myoxocephalus quadricornis,Zoarces viviparus
Myoxocephalus quadricornis,Gymnocephalus cernua
Myoxocephalus quadricornis,Osmerus eperlanus
Myoxocephalus quadricornis,Gasterosteus aculeatus
Myoxocephalus quadricornis,Clupea harengus
Myoxocephalus quadricornis,Myoxocephalus quadricornis
Esox masquinongy,Cyprinella spiloptera
Esox masquinongy,Pimephales promelas
Esox masquinongy,Micropterus salmoides
Esox masquinongy,Dorosoma cepedianum
Esox masquinongy,Pomoxis annularis
Esox masquinongy,Labidesthes sicculus
Esox masquinongy,Pimephales notatus
Esox masquinongy,Lepomis macrochirus
Esox masquinongy,Percina caprodes
Esox masquinongy,Coregonus artedi
Esox masquinongy,Perca flavescens
Esox masquinongy,Ameiurus nebulosus
Esox masquinongy,Sander vitreus
Esox masquinongy,Catostomus commersonii
Esox masquinongy,Lepomis gibbosus
Esox masquinongy,Cyprinus carpio
Esox masquinongy,Pomoxis nigromaculatus
Gambusia affinis,Fundulus diaphanus
Gambusia affinis,Fundulus dispar
Gambusia affinis,Iotichthys phlegethontis
Gambusia affinis,Neochanna diversus
Gambusia affinis,Fundulus kansae
Gambusia affinis,Fundulus julisia
Gambusia affinis,Gambusia affinis
Gambusia affinis,Poeciliopsis occidentalis
Clupea pallasii,Thaleichthys pacificus
Clupea pallasii,Clupea pallasii
Scomberomorus commerson,Rastrelliger brachysoma
Scomberomorus commerson,Chanos chanos
Scomberomorus commerson,Lates calcarifer
Pterogymnus laniarius,Sardinops sagax
Barbus barbus,Barbus caninus
Barbus barbus,Sabanejewia larvata
Barbus barbus,Alburnus arborella
Barbus barbus,Chondrostoma soetta
Barbus barbus,Salmo labrax
Barbus barbus,Telestes muticellus
Barbus barbus,Rutilus aula
Barbus barbus,Acipenser naccarii
Barbus barbus,Salmo marmoratus
Barbus barbus,Alosa fallax
Barbus barbus,Hypophthalmichthys molitrix
Barbus barbus,Carassius carassius
Barbus barbus,Cobitis bilineata
Barbus barbus,Cobitis taenia
Barbus barbus,Telestes souffia
Barbus barbus,Padogobius bonelli
Barbus barbus,Pseudorasbora parva
Barbus barbus,Squalius cephalus
Barbus barbus,Salvelinus namaycush
Barbus barbus,Ctenopharyngodon idella
Barbus barbus,Gasterosteus aculeatus
Barbus barbus,Carassius auratus
Barbus barbus,Rutilus pigus
Barbus barbus,Parachondrostoma toxostoma
Barbus barbus,Ponticola kessleri
Barbus barbus,Leucaspius delineatus
Barbus barbus,Hypophthalmichthys nobilis
Barbus barbus,Salaria fluviatilis
Barbus barbus,Phoxinus phoxinus
Barbus barbus,Gobio gobio
Barbus barbus,Rhodeus amarus
Barbus barbus,Chondrostoma nasus
Barbus barbus,Leuciscus leuciscus
Paralichthys lethostigma,Anchoa mitchilli
Paralichthys lethostigma,Leiostomus xanthurus
Paralichthys lethostigma,Archosargus probatocephalus
Paralichthys lethostigma,Lagodon rhomboides
Paralichthys lethostigma,Paralichthys lethostigma
Ocyurus chrysurus,Clepticus parrae
Lota lota,Coregonus albula
Lota lota,Lota lota
Lota lota,Thymallus arcticus
Lota lota,Perca flavescens
Lota lota,Percopsis omiscomaycus
Lota lota,Percina caprodes
Lota lota,Cottus cognatus
Lota lota,Gobio gobio
Lota lota,Salvelinus alpinus
Lota lota,Myoxocephalus thompsonii
Lota lota,Oncorhynchus nerka
Lota lota,Gymnocephalus cernua
Lota lota,Etheostoma caeruleum
Lota lota,Aplodinotus grunniens
Lota lota,Osmerus mordax
Lota lota,Alosa pseudoharengus
Lota lota,Osmerus eperlanus
Lota lota,Coregonus lavaretus
Lota lota,Sander vitreus
Lota lota,Morone chrysops
Lota lota,Barbus caninus
Lota lota,Sabanejewia larvata
Lota lota,Alburnus arborella
Lota lota,Leucaspius delineatus
Lota lota,Chondrostoma soetta
Lota lota,Salmo labrax
Lota lota,Telestes muticellus
Lota lota,Rutilus aula
Lota lota,Acipenser naccarii
Lota lota,Salmo marmoratus
Lota lota,Alburnus alburnus
Lota lota,Alosa fallax
Lota lota,Zoarces viviparus
Lota lota,Hypophthalmichthys molitrix
Lota lota,Carassius carassius
Lota lota,Cobitis bilineata
Lota lota,Cobitis taenia
Lota lota,Telestes souffia
Lota lota,Padogobius bonelli
Lota lota,Pseudorasbora parva
Lota lota,Squalius cephalus
Lota lota,Salvelinus namaycush
Lota lota,Ctenopharyngodon idella
Lota lota,Gasterosteus aculeatus
Lota lota,Carassius auratus
Lota lota,Coregonus peled
Lota lota,Rutilus pigus
Lota lota,Parachondrostoma toxostoma
Lota lota,Stenodus leucichthys
Lota lota,Ponticola kessleri
Lota lota,Hypophthalmichthys nobilis
Lota lota,Salaria fluviatilis
Lota lota,Coregonus clupeaformis
Lota lota,Phoxinus phoxinus
Lota lota,Rhodeus amarus
Lota lota,Coregonus sardinella
Lota lota,Chondrostoma nasus
Lota lota,Leuciscus leuciscus
Lota lota,Barbus barbus
Lota lota,Thymallus thymallus
Lota lota,Scardinius erythrophthalmus
Lota lota,Blicca bjoerkna
Lota lota,Acipenser sturio
Lota lota,Barbus plebejus
Lota lota,Barbatula barbatula
Lota lota,Couesius plumbeus
Lota lota,Sander lucioperca
Lota lota,Notropis atherinoides
Lota lota,Oncorhynchus mykiss
Lota lota,Cottus ricei
Gobius paganellus,Coryphoblennius galerita
Gobius paganellus,Lipophrys pholis
Gobius paganellus,Symphodus melops
Gobius paganellus,Gobius paganellus
Salaria fluviatilis,Barbus caninus
Salaria fluviatilis,Sabanejewia larvata
Salaria fluviatilis,Alburnus arborella
Salaria fluviatilis,Chondrostoma soetta
Salaria fluviatilis,Salmo labrax
Salaria fluviatilis,Telestes muticellus
Salaria fluviatilis,Rutilus aula
Salaria fluviatilis,Acipenser naccarii
Salaria fluviatilis,Salmo marmoratus
Salaria fluviatilis,Alosa fallax
Salaria fluviatilis,Hypophthalmichthys molitrix
Salaria fluviatilis,Carassius carassius
Salaria fluviatilis,Cobitis bilineata
Salaria fluviatilis,Cobitis taenia
Salaria fluviatilis,Telestes souffia
Salaria fluviatilis,Padogobius bonelli
Salaria fluviatilis,Pseudorasbora parva
Salaria fluviatilis,Squalius cephalus
Salaria fluviatilis,Salvelinus namaycush
Salaria fluviatilis,Ctenopharyngodon idella
Salaria fluviatilis,Gasterosteus aculeatus
Salaria fluviatilis,Carassius auratus
Salaria fluviatilis,Rutilus pigus
Salaria fluviatilis,Parachondrostoma toxostoma
Salaria fluviatilis,Ponticola kessleri
Salaria fluviatilis,Leucaspius delineatus
Salaria fluviatilis,Hypophthalmichthys nobilis
Salaria fluviatilis,Gobio gobio
Salaria fluviatilis,Rhodeus amarus
Salaria fluviatilis,Phoxinus phoxinus
Salaria fluviatilis,Leuciscus leuciscus
Salaria fluviatilis,Salmo salar
Salaria fluviatilis,Chondrostoma nasus
Salaria fluviatilis,Salvelinus fontinalis
Salaria fluviatilis,Barbatula barbatula
Salaria fluviatilis,Perca fluviatilis
Salaria fluviatilis,Silurus glanis
Salaria fluviatilis,Tinca tinca
Salaria fluviatilis,Rutilus rutilus
Salaria fluviatilis,Scardinius erythrophthalmus
Salaria fluviatilis,Lepomis gibbosus
Salaria fluviatilis,Barbus plebejus
Salaria fluviatilis,Thymallus thymallus
Salaria fluviatilis,Alburnus alburnus
Salaria fluviatilis,Abramis brama
Salaria fluviatilis,Anguilla anguilla
Salaria fluviatilis,Cyprinus carpio
Salaria fluviatilis,Micropterus salmoides
Salaria fluviatilis,Oncorhynchus mykiss
Salaria fluviatilis,Salmo trutta
Salaria fluviatilis,Barbus barbus
Salaria fluviatilis,Sander lucioperca
Salaria fluviatilis,Acipenser sturio
Salaria fluviatilis,Cottus gobio
Salaria fluviatilis,Neogobius melanostomus
Salaria fluviatilis,Lota lota
Salaria fluviatilis,Gymnocephalus cernua
Salaria fluviatilis,Esox lucius
Salaria fluviatilis,Blicca bjoerkna
Terapon jarbua,Chanos chanos
Ameiurus catus,Dorosoma cepedianum
Serranochromis angusticeps,Schilbe intermedius
Oncorhynchus mykiss,Galaxias brevipinnis
Oncorhynchus mykiss,Oncorhynchus nerka
Oncorhynchus mykiss,Gasterosteus aculeatus
Oncorhynchus mykiss,Gobiomorphus cotidianus
Oncorhynchus mykiss,Salvelinus fontinalis
Oncorhynchus mykiss,Oncorhynchus mykiss
Oncorhynchus mykiss,Salmo trutta
Oncorhynchus mykiss,Galaxias zebratus
Oncorhynchus mykiss,Retropinna retropinna
Oncorhynchus mykiss,Galaxias maculatus
Oncorhynchus mykiss,Phoxinus phoxinus
Oncorhynchus mykiss,Salvelinus alpinus
Scomberomorus munroi,Sardinops sagax
Channa striata,Labeo rohita
Channa striata,Cyprinus carpio
Pseudorasbora parva,Pseudorasbora parva
Salvelinus fontinalis,Salvelinus fontinalis
Salvelinus fontinalis,Pimephales promelas
Salvelinus fontinalis,Poecilia reticulata
Salvelinus fontinalis,Rhinichthys atratulus
Salvelinus fontinalis,Catostomus commersonii
Salvelinus fontinalis,Luxilus cornutus
Salvelinus fontinalis,Pimephales notatus
Salvelinus fontinalis,Oncorhynchus mykiss
Salvelinus fontinalis,Salvelinus namaycush
Salvelinus fontinalis,Ameiurus nebulosus
Salvelinus fontinalis,Fundulus diaphanus
Salvelinus fontinalis,Notemigonus crysoleucas
Salvelinus fontinalis,Lepomis gibbosus
Salvelinus fontinalis,Semotilus atromaculatus
Salvelinus fontinalis,Perca flavescens
Salvelinus fontinalis,Culaea inconstans
Salvelinus fontinalis,Cottus bairdii
Salvelinus fontinalis,Salmo trutta
Salvelinus fontinalis,Salmo salar
Salvelinus fontinalis,Barbus caninus
Salvelinus fontinalis,Sabanejewia larvata
Salvelinus fontinalis,Alburnus arborella
Salvelinus fontinalis,Leucaspius delineatus
Salvelinus fontinalis,Chondrostoma soetta
Salvelinus fontinalis,Salmo labrax
Salvelinus fontinalis,Telestes muticellus
Salvelinus fontinalis,Rutilus aula
Salvelinus fontinalis,Acipenser naccarii
Salvelinus fontinalis,Percopsis omiscomaycus
Salvelinus fontinalis,Salmo marmoratus
Salvelinus fontinalis,Alosa fallax
Salvelinus fontinalis,Hypophthalmichthys molitrix
Salvelinus fontinalis,Carassius carassius
Salvelinus fontinalis,Cobitis bilineata
Salvelinus fontinalis,Cobitis taenia
Coregonus autumnalis,Osmerus dentex
Carasobarbus canis,Garra rufa
Morone saxatilis,Alosa sapidissima
Morone saxatilis,Anchoa mitchilli
Morone saxatilis,Alosa aestivalis
Morone saxatilis,Alosa pseudoharengus
Morone saxatilis,Acipenser oxyrinchus
Morone saxatilis,Hypomesus transpacificus
Morone saxatilis,Xyrauchen texanus
Morone saxatilis,Oncorhynchus tshawytscha
Morone saxatilis,Fundulus seminolis
Morone saxatilis,Anguilla rostrata
Morone saxatilis,Microgadus tomcod
Morone saxatilis,Cymatogaster aggregata
Morone saxatilis,Sphoeroides maculatus
Morone saxatilis,Leiostomus xanthurus
Morone saxatilis,Trinectes maculatus
Morone saxatilis,Eucinostomus argenteus
Morone saxatilis,Labidesthes sicculus
Morone saxatilis,Ameiurus catus
Morone saxatilis,Stenotomus chrysops
Morone saxatilis,Dorosoma petenense
Morone saxatilis,Gambusia affinis
Morone saxatilis,Tautoga onitis
Morone saxatilis,Osmerus mordax
Morone saxatilis,Mugil curema
Morone saxatilis,Strongylura marina
Morone saxatilis,Morone americana
Morone saxatilis,Lepomis macrochirus
Morone saxatilis,Hypsoblennius hentz
Morone saxatilis,Cyprinus carpio
Morone saxatilis,Dorosoma cepedianum
Morone saxatilis,Scomber scombrus
Morone saxatilis,Morone saxatilis
Morone saxatilis,Etheostoma olmstedi
Morone saxatilis,Clupea pallasii
Morone saxatilis,Apeltes quadracus
Morone saxatilis,Lucania parva
Morone saxatilis,Centropristis striata
Morone saxatilis,Alosa mediocris
Morone saxatilis,Cyprinodon variegatus
Morone saxatilis,Esox americanus
Morone saxatilis,Notropis hudsonius
Morone saxatilis,Notemigonus crysoleucas
Pomatoschistus minutus,Pleuronectes platessa
Pomatoschistus minutus,Pomatoschistus minutus
Pungitius pungitius,Pungitius pungitius
Epinephelus tauvina,Chanos chanos
Sarda sarda,Boops boops
Sarda sarda,Leiostomus xanthurus
Sarda sarda,Scomber japonicus
Sarda sarda,Scomber scombrus
Sarda sarda,Sarda sarda
Alosa fallax,Atherina boyeri
Alosa fallax,Pomatoschistus minutus
Alosa fallax,Pomatoschistus microps
Alosa fallax,Barbus caninus
Alosa fallax,Sabanejewia larvata
Alosa fallax,Alburnus arborella
Alosa fallax,Chondrostoma soetta
Alosa fallax,Salmo labrax
Alosa fallax,Telestes muticellus
Alosa fallax,Rutilus aula
Alosa fallax,Acipenser naccarii
Alosa fallax,Salmo marmoratus
Alosa fallax,Esox lucius
Alosa fallax,Micropterus salmoides
Alosa fallax,Hypophthalmichthys molitrix
Alosa fallax,Acipenser sturio
Alosa fallax,Carassius auratus
Alosa fallax,Lepomis gibbosus
Alosa fallax,Gasterosteus aculeatus
Alosa fallax,Lota lota
Alosa fallax,Blicca bjoerkna
Alosa fallax,Ponticola kessleri
Alosa fallax,Gymnocephalus cernua
Alosa fallax,Carassius carassius
Alosa fallax,Cyprinus carpio
Alosa fallax,Barbus plebejus
Alosa fallax,Salaria fluviatilis
Alosa fallax,Chondrostoma nasus
Alosa fallax,Alburnus alburnus
Alosa fallax,Parachondrostoma toxostoma
Alosa fallax,Gobio gobio
Alosa fallax,Phoxinus phoxinus
Alosa fallax,Salmo trutta
Alosa fallax,Leuciscus leuciscus
Alosa fallax,Abramis brama
Alosa fallax,Padogobius bonelli
Alosa fallax,Rutilus pigus
Alosa fallax,Ctenopharyngodon idella
Alosa fallax,Cottus gobio
Alosa fallax,Anguilla anguilla
Alosa fallax,Barbatula barbatula
Alosa fallax,Hypophthalmichthys nobilis
Alosa fallax,Rutilus rutilus
Alosa fallax,Perca fluviatilis
Alosa fallax,Salvelinus namaycush
Alosa fallax,Leucaspius delineatus
Alosa fallax,Pseudorasbora parva
Alosa fallax,Sander lucioperca
Alosa fallax,Telestes souffia
Alosa fallax,Oncorhynchus mykiss
Alosa fallax,Thymallus thymallus
Alosa fallax,Rhodeus amarus
Alosa fallax,Neogobius melanostomus
Alosa fallax,Cobitis taenia
Alosa fallax,Salmo salar
Alosa fallax,Cobitis bilineata
Alosa fallax,Silurus glanis
Alosa fallax,Tinca tinca
Alosa fallax,Scardinius erythrophthalmus
Alosa fallax,Squalius cephalus
Alosa fallax,Salvelinus fontinalis
Alosa fallax,Barbus barbus
Salmo salar,Clupea harengus
Salmo salar,Salmo salar
Salmo salar,Alosa pseudoharengus
Salmo salar,Gasterosteus aculeatus
Salmo salar,Pungitius pungitius
Salmo salar,Osmerus eperlanus
Salmo salar,Scomber scombrus
Lepidonotothen squamifrons,Lepidonotothen squamifrons
Serranus atricauda,Parablennius ruber
Serranus atricauda,Parablennius incognitus
Serranus atricauda,Coris julis
Serranus atricauda,Mullus surmuletus
Serranus atricauda,Lipophrys trigloides
Serranus atricauda,Coryphoblennius galerita
Serranus atricauda,Lipophrys pholis
Neochanna burrowsius,Neochanna burrowsius
Pagrus major,Scomber japonicus
Pagrus major,Engraulis japonicus
Eleotris acanthopoma,Redigobius bikolanus
Eleotris acanthopoma,Eleotris acanthopoma
Ambloplites rupestris,Ambloplites rupestris
Ambloplites rupestris,Micropterus dolomieu
Hydrocynus vittatus,Pharyngochromis acuticeps
Hydrocynus vittatus,Brycinus imberi
Hydrocynus vittatus,Brycinus lateralis
Hydrocynus vittatus,Limnothrissa miodon
Hydrocynus vittatus,Barbus paludinosus
Hydrocynus vittatus,Schilbe intermedius
Hydrocynus vittatus,Clarias gariepinus
Hydrocynus vittatus,Tilapia rendalli
Micropterus punctulatus,Etheostoma nigrum
Lepomis cyanellus,Xyrauchen texanus
Lepomis cyanellus,Gambusia affinis
Lepomis cyanellus,Hesperoleucus symmetricus
Scomber australasicus,Engraulis japonicus
Atherina boyeri,Atherina boyeri
Padogobius bonelli,Barbus caninus
Padogobius bonelli,Sabanejewia larvata
Padogobius bonelli,Alburnus arborella
Padogobius bonelli,Chondrostoma soetta
Padogobius bonelli,Salmo labrax
Padogobius bonelli,Telestes muticellus
Padogobius bonelli,Rutilus aula
Padogobius bonelli,Acipenser naccarii
Padogobius bonelli,Salmo marmoratus
Padogobius bonelli,Alosa fallax
Padogobius bonelli,Hypophthalmichthys molitrix
Padogobius bonelli,Carassius carassius
Padogobius bonelli,Cobitis bilineata
Padogobius bonelli,Cobitis taenia
Padogobius bonelli,Telestes souffia
Padogobius bonelli,Blicca bjoerkna
Padogobius bonelli,Parachondrostoma toxostoma
Padogobius bonelli,Sander lucioperca
Padogobius bonelli,Barbus plebejus
Padogobius bonelli,Lota lota
Padogobius bonelli,Lepomis gibbosus
Padogobius bonelli,Leuciscus leuciscus
Padogobius bonelli,Carassius auratus
Padogobius bonelli,Gasterosteus aculeatus
Padogobius bonelli,Barbus barbus
Padogobius bonelli,Salaria fluviatilis
Padogobius bonelli,Scardinius erythrophthalmus
Padogobius bonelli,Salvelinus namaycush
Padogobius bonelli,Salmo salar
Padogobius bonelli,Leucaspius delineatus
Padogobius bonelli,Micropterus salmoides
Padogobius bonelli,Anguilla anguilla
Padogobius bonelli,Squalius cephalus
Padogobius bonelli,Neogobius melanostomus
Padogobius bonelli,Thymallus thymallus
Padogobius bonelli,Phoxinus phoxinus
Padogobius bonelli,Rhodeus amarus
Padogobius bonelli,Silurus glanis
Padogobius bonelli,Gobio gobio
Padogobius bonelli,Salmo trutta
Padogobius bonelli,Acipenser sturio
Padogobius bonelli,Rutilus rutilus
Padogobius bonelli,Perca fluviatilis
Padogobius bonelli,Cyprinus carpio
Padogobius bonelli,Abramis brama
Padogobius bonelli,Gymnocephalus cernua
Padogobius bonelli,Pseudorasbora parva
Padogobius bonelli,Esox lucius
Padogobius bonelli,Ponticola kessleri
Padogobius bonelli,Rutilus pigus
Padogobius bonelli,Alburnus alburnus
Abudefduf saxatilis,Clepticus parrae
Chionodraco rastrospinosus,Gobionotothen gibberifrons
Notothenia coriiceps,Notothenia rossii
Notothenia coriiceps,Trematomus pennellii
Notothenia coriiceps,Trematomus hansoni
Notothenia coriiceps,Trematomus bernacchii
Notothenia coriiceps,Notothenia coriiceps
Strongylura marina,Anchoa mitchilli
Osmerus eperlanus,Osmerus eperlanus
Osmerus eperlanus,Clupea harengus
Micropterus coosae,Cyprinella trichroistia
Tinca tinca,Leucaspius delineatus
Cyprinella lutrensis,Xyrauchen texanus
Scartella cristata,Scartella cristata
Squalius cephalus,Gobio gobio
Squalius cephalus,Phoxinus phoxinus
Squalius cephalus,Anguilla anguilla
Squalius cephalus,Leuciscus leuciscus
Squalius cephalus,Rutilus rutilus
Squalius cephalus,Salmo trutta
Squalius cephalus,Cottus gobio
Squalius cephalus,Squalius cephalus
Noturus flavus,Etheostoma caeruleum
Scomberomorus queenslandicus,Sardinops sagax
